CpuName,GpuName,GameName,CpuNumberOfCores,CpuNumberOfThreads,CpuFrequency,CpuTurboClock,CpuCacheL3,CpuTDP,GpuMemorySize,GpuBandwidth,GpuMemoryBus,GpuNumberOfShadingUnits,GpuBaseClock,GpuBoostClock,GpuNumberOfROPs,GpuFP32Performance,GameSetting,GameSetting_Normalized,GameSetting_Ordinal,GameResolution,FPS,y_true,y_pred,abs_error,pct_error
Intel Core i5-8600K,AMD Radeon Pro Vega 64,battlefield4,6.0,6.0,3600.0,4300.0,9.0,95.0,16000.0,402400.0,2048.0,4096.0,1250.0,1350.0,64.0,11060000.0,med,medium,2,1080.0,78.2,78.2,76.08968916175218,2.110310838247827,2.698607210035584
AMD Ryzen 9 3900X,AMD Radeon RX 5700 XT,totalWar3Kingdoms,12.0,24.0,3800.0,4600.0,64.0,105.0,8000.0,448000.0,256.0,2560.0,1605.0,1905.0,64.0,9754000.0,max,ultra,4,1080.0,80.8,80.8,82.90937306428081,2.109373064280817,2.610610228070318
AMD Ryzen 5 2600,NVIDIA GeForce RTX 2060,aWayOut,6.0,12.0,3400.0,3900.0,16.0,65.0,6000.0,336000.0,192.0,1920.0,1365.0,1680.0,48.0,6451000.0,med,medium,2,1080.0,149.3,149.3,151.40924120839557,2.1092412083955594,1.4127536559916674
AMD Ryzen 7 1700X,AMD Radeon RX 570,frostpunk,8.0,16.0,3400.0,3800.0,16.0,95.0,4000.0,224000.0,256.0,2048.0,1168.0,1244.0,32.0,5095000.0,max,ultra,4,1080.0,59.8,59.8,57.69108380431992,2.1089161956800737,3.526615711839588
AMD Ryzen 7 3700X,AMD Radeon Pro Vega 64,airMechStrike,8.0,16.0,3600.0,4400.0,32.0,65.0,16000.0,402400.0,2048.0,4096.0,1250.0,1350.0,64.0,11060000.0,max,ultra,4,1080.0,124.1,124.1,121.99135800391605,2.1086419960839464,1.6991474585688529
Intel Core i3-7100,NVIDIA GeForce RTX 2060,fortnite,2.0,4.0,3900.0,3900.0,3.0,51.0,6000.0,336000.0,192.0,1920.0,1365.0,1680.0,48.0,6451000.0,med,medium,2,1080.0,116.0,116.0,113.89238126556683,2.1076187344331743,1.8169127020975642
AMD Ryzen 5 2600,NVIDIA GeForce GTX TITAN X,battletech,6.0,12.0,3400.0,3900.0,16.0,65.0,12000.0,336600.0,384.0,3072.0,1000.0,1089.0,96.0,6691000.0,max,ultra,4,1080.0,83.2,83.2,85.30618080365262,2.10618080365262,2.531467312082476
Intel Core i5-9400F,NVIDIA GeForce GTX 1060 6 GB GDDR5X,apexLegends,6.0,6.0,2900.0,4100.0,9.0,65.0,6000.0,192200.0,192.0,1280.0,1506.0,1709.0,48.0,4375000.0,max,ultra,4,1080.0,79.5,79.5,77.39442068271396,2.1055793172860433,2.648527443127098
Intel Core i5-8600K,AMD Radeon Pro Vega 64,seaOfThieves,6.0,6.0,3600.0,4300.0,9.0,95.0,16000.0,402400.0,2048.0,4096.0,1250.0,1350.0,64.0,11060000.0,max,ultra,4,1080.0,119.9,119.9,117.79487068263425,2.1051293173657513,1.7557375457595923
AMD Ryzen 7 3800X,NVIDIA GeForce RTX 2070,battlefield4,8.0,16.0,3900.0,4500.0,32.0,105.0,8000.0,448000.0,256.0,2304.0,1410.0,1620.0,64.0,7465000.0,max,ultra,4,1080.0,71.9,71.9,74.00478980637936,2.104789806379358,2.9273849880102336
Intel Core i3-7100,AMD Radeon RX 5700,fortnite,2.0,4.0,3900.0,3900.0,3.0,51.0,8000.0,448000.0,256.0,2304.0,1465.0,1725.0,64.0,7949000.0,med,medium,2,1080.0,116.9,116.9,114.79595072674962,2.104049273250382,1.7998710635161521
AMD Ryzen 7 3700X,NVIDIA GeForce GTX 1060 6 GB GDDR5X,grandTheftAuto5,8.0,16.0,3600.0,4400.0,32.0,65.0,6000.0,192200.0,192.0,1280.0,1506.0,1709.0,48.0,4375000.0,med,medium,2,1080.0,94.9,94.9,92.79647233256341,2.1035276674365946,2.2165728845485715
AMD Ryzen 7 3700X,NVIDIA GeForce RTX 2070 SUPER,grandTheftAuto5,8.0,16.0,3600.0,4400.0,32.0,65.0,8000.0,448000.0,256.0,2560.0,1605.0,1770.0,64.0,9062000.0,med,medium,2,1080.0,113.4,113.4,115.49991455318951,2.0999145531895067,1.8517765019307817
Intel Core i5-8400,AMD Radeon RX 570,counterStrikeGlobalOffensive,6.0,6.0,2800.0,4000.0,9.0,65.0,4000.0,224000.0,256.0,2048.0,1168.0,1244.0,32.0,5095000.0,med,medium,2,1080.0,186.9,186.9,184.80032108218433,2.0996789178156803,1.1234237120469128
Intel Core i5-7600K,NVIDIA GeForce GTX 1070 GDDR5X,battletech,4.0,4.0,3800.0,4200.0,6.0,91.0,8000.0,256300.0,256.0,1920.0,1506.0,1683.0,64.0,6463000.0,med,medium,2,1080.0,91.1,91.1,89.00124831033699,2.098751689663004,2.3037889019352407
Intel Core i5-7500,AMD Radeon RX 5700 XT,totalWar3Kingdoms,4.0,4.0,3400.0,3800.0,6.0,65.0,8000.0,448000.0,256.0,2560.0,1605.0,1905.0,64.0,9754000.0,max,ultra,4,1080.0,68.3,68.3,66.20245647231954,2.0975435276804575,3.071073979034345
Intel Core i7-7700K,NVIDIA GeForce GTX 1070 GDDR5X,battletech,4.0,8.0,4200.0,4500.0,8.0,91.0,8000.0,256300.0,256.0,1920.0,1506.0,1683.0,64.0,6463000.0,max,ultra,4,1080.0,72.0,72.0,74.09741975933288,2.0974197593328796,2.913082999073444
Intel Core i5-7500,NVIDIA GeForce GTX 1060 6 GB GDDR5X,seaOfThieves,4.0,4.0,3400.0,3800.0,6.0,65.0,6000.0,192200.0,192.0,1280.0,1506.0,1709.0,48.0,4375000.0,med,medium,2,1080.0,127.9,127.9,125.80383844804278,2.0961615519572234,1.6389066082542794
AMD Ryzen 7 3700X,NVIDIA GeForce GTX 1050 3 GB,radicalHeights,8.0,16.0,3600.0,4400.0,32.0,65.0,3000.0,84100.0,96.0,768.0,1392.0,1518.0,24.0,2332000.0,max,ultra,4,1080.0,43.4,43.4,41.30403389234179,2.0959661076582066,4.8294149946041625
Intel Core i5-8400,NVIDIA GeForce GTX 1660 Ti,destiny2,6.0,6.0,2800.0,4000.0,9.0,65.0,6000.0,288000.0,192.0,1536.0,1500.0,1770.0,48.0,5437000.0,max,ultra,4,1080.0,98.1,98.1,100.19515263706509,2.095152637065098,2.135731536253923
AMD Ryzen 5 2600X,NVIDIA GeForce GTX 1080 11Gbps,aWayOut,6.0,12.0,3600.0,4250.0,16.0,95.0,8000.0,352300.0,256.0,2560.0,1607.0,1733.0,64.0,8873000.0,med,medium,2,1080.0,166.9,166.9,168.99098293158684,2.0909829315868365,1.252835788847715
Intel Core i5-8600K,NVIDIA GeForce GTX 1080 11Gbps,battletech,6.0,6.0,3600.0,4300.0,9.0,95.0,8000.0,352300.0,256.0,2560.0,1607.0,1733.0,64.0,8873000.0,max,ultra,4,1080.0,84.2,84.2,82.10985106441898,2.090148935581027,2.4823621562720035
Intel Core i7-8700K,NVIDIA GeForce RTX 2060,counterStrikeGlobalOffensive,6.0,12.0,3700.0,4700.0,12.0,95.0,6000.0,336000.0,192.0,1920.0,1365.0,1680.0,48.0,6451000.0,max,ultra,4,1080.0,239.5,239.5,241.5898622897283,2.089862289728302,0.8725938579241345
Intel Core i3-7100,NVIDIA GeForce RTX 2060,grandTheftAuto5,2.0,4.0,3900.0,3900.0,3.0,51.0,6000.0,336000.0,192.0,1920.0,1365.0,1680.0,48.0,6451000.0,max,ultra,4,1080.0,59.4,59.4,61.48951857234951,2.0895185723495118,3.5177080342584377
AMD Ryzen 5 2600,AMD Radeon Pro Vega 64,overwatch,6.0,12.0,3400.0,3900.0,16.0,65.0,16000.0,402400.0,2048.0,4096.0,1250.0,1350.0,64.0,11060000.0,max,ultra,4,1080.0,134.7,134.7,136.7861422712766,2.0861422712766,1.5487321984236082
AMD Ryzen 5 3600X,NVIDIA GeForce RTX 2080,farCry5,6.0,12.0,3800.0,4400.0,32.0,95.0,8000.0,448000.0,256.0,2944.0,1515.0,1710.0,64.0,10070000.0,med,medium,2,1080.0,146.6,146.6,144.51387412172772,2.08612587827227,1.4230053739919988
Intel Core i5-8600K,NVIDIA GeForce GTX 1660 SUPER,dota2,6.0,6.0,3600.0,4300.0,9.0,95.0,6000.0,336000.0,192.0,1408.0,1530.0,1785.0,48.0,5027000.0,max,ultra,4,1080.0,133.7,133.7,135.78516612423243,2.085166124232444,1.559585732410205
Intel Core i5-7600K,NVIDIA GeForce GTX 1060 5 GB,destiny2,4.0,4.0,3800.0,4200.0,6.0,91.0,5000.0,160200.0,160.0,1280.0,1506.0,1709.0,40.0,4375000.0,max,ultra,4,1080.0,80.4,80.4,82.4846964493446,2.084696449344591,2.592906031523123
AMD Ryzen 5 1600X,NVIDIA GeForce GTX 1050 Ti,battletech,6.0,12.0,3600.0,4000.0,16.0,95.0,4000.0,112100.0,128.0,768.0,1291.0,1392.0,32.0,2138000.0,max,ultra,4,1080.0,39.1,39.1,37.015715118800564,2.0842848811994372,5.330651870075287
Intel Core i5-7600K,NVIDIA GeForce GTX 1080 11Gbps,frostpunk,4.0,4.0,3800.0,4200.0,6.0,91.0,8000.0,352300.0,256.0,2560.0,1607.0,1733.0,64.0,8873000.0,med,medium,2,1080.0,155.3,155.3,157.38423078883932,2.0842307888393066,1.3420674751057995
AMD Ryzen 5 2600,NVIDIA GeForce RTX 2080 Ti,worldOfTanks,6.0,12.0,3400.0,3900.0,16.0,65.0,11000.0,616000.0,352.0,4352.0,1350.0,1545.0,88.0,13450000.0,med,medium,2,1080.0,90.4,90.4,88.31622430890584,2.0837756910941607,2.305061605192656
Intel Core i3-7100,NVIDIA GeForce RTX 2080,battlefield4,2.0,4.0,3900.0,3900.0,3.0,51.0,8000.0,448000.0,256.0,2944.0,1515.0,1710.0,64.0,10070000.0,max,ultra,4,1080.0,56.3,56.3,58.383422584424714,2.083422584424717,3.7005729741113984
Intel Core i7-7700K,NVIDIA GeForce GTX 1080 11Gbps,dota2,4.0,8.0,4200.0,4500.0,8.0,91.0,8000.0,352300.0,256.0,2560.0,1607.0,1733.0,64.0,8873000.0,max,ultra,4,1080.0,165.4,165.4,167.4828009549361,2.08280095493609,1.2592508796469708
Intel Core i5-7500,AMD Radeon RX 5700,dota2,4.0,4.0,3400.0,3800.0,6.0,65.0,8000.0,448000.0,256.0,2304.0,1465.0,1725.0,64.0,7949000.0,med,medium,2,1080.0,178.5,178.5,176.4173986451188,2.0826013548812057,1.1667234481127202
AMD Ryzen 5 3600,AMD Radeon RX 590,destiny2,6.0,12.0,3600.0,4200.0,32.0,65.0,8000.0,256000.0,256.0,2304.0,1469.0,1545.0,32.0,7119000.0,med,medium,2,1080.0,133.3,133.3,135.3820718736492,2.0820718736491983,1.5619443913347324
Intel Core i5-7500,NVIDIA GeForce GTX 1070 GDDR5X,frostpunk,4.0,4.0,3400.0,3800.0,6.0,65.0,8000.0,256300.0,256.0,1920.0,1506.0,1683.0,64.0,6463000.0,max,ultra,4,1080.0,99.3,99.3,97.21982706237598,2.0801729376240132,2.094836795190346
AMD Ryzen 7 3800X,NVIDIA GeForce RTX 2060 SUPER,destiny2,8.0,16.0,3900.0,4500.0,32.0,105.0,8000.0,448000.0,256.0,2176.0,1470.0,1650.0,64.0,7181000.0,max,ultra,4,1080.0,125.5,125.5,123.42021516155518,2.079784838444823,1.6571990744580263
Intel Core i5-7500,AMD Radeon RX 580,frostpunk,4.0,4.0,3400.0,3800.0,6.0,65.0,8000.0,256000.0,256.0,2304.0,1257.0,1340.0,32.0,6175000.0,med,medium,2,1080.0,100.0,100.0,97.92034438903039,2.07965561096961,2.07965561096961
AMD Ryzen 7 3700X,AMD Radeon RX 5700 XT,grandTheftAuto5,8.0,16.0,3600.0,4400.0,32.0,65.0,8000.0,448000.0,256.0,2560.0,1605.0,1905.0,64.0,9754000.0,med,medium,2,1080.0,109.0,109.0,111.07814189046769,2.078141890467691,1.9065521930896248
Intel Core i5-8400,NVIDIA GeForce GTX TITAN X,apexLegends,6.0,6.0,2800.0,4000.0,9.0,65.0,12000.0,336600.0,384.0,3072.0,1000.0,1089.0,96.0,6691000.0,max,ultra,4,1080.0,105.0,105.0,107.07744460819625,2.077444608196245,1.9785186744726144
Intel Core i9-9900K,NVIDIA GeForce RTX 2080,worldOfTanks,8.0,16.0,3600.0,5000.0,16.0,95.0,8000.0,448000.0,256.0,2944.0,1515.0,1710.0,64.0,10070000.0,med,medium,2,1080.0,102.9,102.9,104.97565869099792,2.075658690997912,2.0171610213779516
AMD Ryzen 5 1600X,NVIDIA GeForce GTX 980 Ti,totalWar3Kingdoms,6.0,12.0,3600.0,4000.0,16.0,95.0,6000.0,336600.0,384.0,2816.0,1000.0,1076.0,96.0,6060000.0,max,ultra,4,1080.0,59.1,59.1,57.02529989358476,2.074700106415243,3.510490873799057
AMD Ryzen 7 1700X,NVIDIA GeForce RTX 2070 SUPER,warframe,8.0,16.0,3400.0,3800.0,16.0,95.0,8000.0,448000.0,256.0,2560.0,1605.0,1770.0,64.0,9062000.0,max,ultra,4,1080.0,158.9,158.9,156.82546372844547,2.0745362715545355,1.3055609009153777
Intel Core i5-8400,NVIDIA GeForce GTX 1660,farCry5,6.0,6.0,2800.0,4000.0,9.0,65.0,6000.0,192100.0,192.0,1408.0,1530.0,1785.0,48.0,5027000.0,med,medium,2,1080.0,112.1,112.1,110.02643233822488,2.0735676617751153,1.849748137176731
AMD Ryzen 7 1700X,AMD Radeon RX 5700 XT,fortnite,8.0,16.0,3400.0,3800.0,16.0,95.0,8000.0,448000.0,256.0,2560.0,1605.0,1905.0,64.0,9754000.0,med,medium,2,1080.0,139.8,139.8,141.87342436741878,2.0734243674187667,1.4831361712580589
Intel Core i5-7500,NVIDIA GeForce GTX 1050 3 GB,aWayOut,4.0,4.0,3400.0,3800.0,6.0,65.0,3000.0,84100.0,96.0,768.0,1392.0,1518.0,24.0,2332000.0,med,medium,2,1080.0,84.7,84.7,82.6274852680535,2.072514731946498,2.4468887035968097
Intel Core i5-9400F,NVIDIA GeForce RTX 2060 SUPER,fortnite,6.0,6.0,2900.0,4100.0,9.0,65.0,8000.0,448000.0,256.0,2176.0,1470.0,1650.0,64.0,7181000.0,med,medium,2,1080.0,156.5,156.5,158.57096061155292,2.0709606115529198,1.3232975153692779
Intel Core i3-7100,AMD Radeon RX 590,apexLegends,2.0,4.0,3900.0,3900.0,3.0,51.0,8000.0,256000.0,256.0,2304.0,1469.0,1545.0,32.0,7119000.0,med,medium,2,1080.0,83.1,83.1,81.02984045675143,2.0701595432485647,2.4911667187106676
Intel Core i7-7700K,AMD Radeon RX 5700,playerUnknownsBattlegrounds,4.0,8.0,4200.0,4500.0,8.0,91.0,8000.0,448000.0,256.0,2304.0,1465.0,1725.0,64.0,7949000.0,med,medium,2,1080.0,100.7,100.7,102.76911584630356,2.0691158463035606,2.054732717282582
AMD Ryzen 7 1700X,NVIDIA GeForce GTX 1070 Ti,battletech,8.0,16.0,3400.0,3800.0,16.0,95.0,8000.0,256300.0,256.0,2432.0,1607.0,1683.0,64.0,8186000.0,med,medium,2,1080.0,89.1,89.1,87.03141652670946,2.0685834732905306,2.321642506498912
AMD Ryzen 7 3700X,NVIDIA GeForce GTX 1660 SUPER,leagueOfLegends,8.0,16.0,3600.0,4400.0,32.0,65.0,6000.0,336000.0,192.0,1408.0,1530.0,1785.0,48.0,5027000.0,max,ultra,4,1080.0,194.3,194.3,196.36818313508567,2.068183135085661,1.0644277586647768
AMD Ryzen 5 2600,AMD Radeon Pro Vega 64,frostpunk,6.0,12.0,3400.0,3900.0,16.0,65.0,16000.0,402400.0,2048.0,4096.0,1250.0,1350.0,64.0,11060000.0,med,medium,2,1080.0,142.1,142.1,144.16815564674044,2.0681556467404505,1.4554226929911687
Intel Core i9-9900K,NVIDIA GeForce GTX 1070 Ti,fortnite,8.0,16.0,3600.0,5000.0,16.0,95.0,8000.0,256300.0,256.0,2432.0,1607.0,1683.0,64.0,8186000.0,med,medium,2,1080.0,171.3,171.3,173.36501472216514,2.065014722165131,1.2054960432954647
Intel Core i5-9400F,NVIDIA GeForce RTX 2080 Ti,battletech,6.0,6.0,2900.0,4100.0,9.0,65.0,11000.0,616000.0,352.0,4352.0,1350.0,1545.0,88.0,13450000.0,max,ultra,4,1080.0,116.7,116.7,114.63505714819007,2.0649428518099313,1.769445459991372
AMD Ryzen 9 3900X,NVIDIA GeForce GTX 1080 Ti,frostpunk,12.0,24.0,3800.0,4600.0,64.0,105.0,11000.0,484400.0,352.0,3584.0,1481.0,1582.0,88.0,11340000.0,max,ultra,4,1080.0,151.1,151.1,149.03794828490072,2.0620517150992725,1.3646933918592141
AMD Ryzen 7 1700X,NVIDIA GeForce RTX 2080,radicalHeights,8.0,16.0,3400.0,3800.0,16.0,95.0,8000.0,448000.0,256.0,2944.0,1515.0,1710.0,64.0,10070000.0,max,ultra,4,1080.0,92.7,92.7,94.7610463507324,2.061046350732397,2.2233509716638586
Intel Core i5-7500,NVIDIA GeForce GTX 1070 GDDR5X,radicalHeights,4.0,4.0,3400.0,3800.0,6.0,65.0,8000.0,256300.0,256.0,1920.0,1506.0,1683.0,64.0,6463000.0,med,medium,2,1080.0,94.7,94.7,92.63911383947615,2.06088616052385,2.176226146276505
Intel Core i3-7100,NVIDIA GeForce GTX TITAN X,seaOfThieves,2.0,4.0,3900.0,3900.0,3.0,51.0,12000.0,336600.0,384.0,3072.0,1000.0,1089.0,96.0,6691000.0,med,medium,2,1080.0,127.4,127.4,125.3395953371247,2.0604046628752997,1.6172721058675823
AMD Ryzen 7 3700X,AMD Radeon Pro Vega 64,starcraft2,8.0,16.0,3600.0,4400.0,32.0,65.0,16000.0,402400.0,2048.0,4096.0,1250.0,1350.0,64.0,11060000.0,med,medium,2,1080.0,185.9,185.9,187.96003392438536,2.060033924385351,1.1081408953121845
AMD Ryzen 9 3900X,NVIDIA GeForce GTX 1660 Ti,worldOfTanks,12.0,24.0,3800.0,4600.0,64.0,105.0,6000.0,288000.0,192.0,1536.0,1500.0,1770.0,48.0,5437000.0,max,ultra,4,1080.0,62.7,62.7,60.640493701188134,2.0595062988118684,3.2846990411672543
AMD Ryzen 5 1600X,NVIDIA GeForce GTX 970,callOfDutyWW2,6.0,12.0,3600.0,4000.0,16.0,95.0,4000.0,224400.0,256.0,1664.0,1050.0,1178.0,56.0,3920000.0,max,ultra,4,1080.0,85.5,85.5,87.55881792041214,2.058817920412139,2.4079741759206303
Intel Core i7-8700K,NVIDIA GeForce GTX 1660 SUPER,dota2,6.0,12.0,3700.0,4700.0,12.0,95.0,6000.0,336000.0,192.0,1408.0,1530.0,1785.0,48.0,5027000.0,med,medium,2,1080.0,188.0,188.0,190.0584638852849,2.058463885284908,1.0949275985558022
Intel Core i5-9400F,AMD Radeon RX 590,rainbowSixSiege,6.0,6.0,2900.0,4100.0,9.0,65.0,8000.0,256000.0,256.0,2304.0,1469.0,1545.0,32.0,7119000.0,max,ultra,4,1080.0,77.9,77.9,79.95836559257697,2.058365592576962,2.642317833860028
AMD Ryzen 7 1700X,NVIDIA GeForce RTX 2070,airMechStrike,8.0,16.0,3400.0,3800.0,16.0,95.0,8000.0,448000.0,256.0,2304.0,1410.0,1620.0,64.0,7465000.0,max,ultra,4,1080.0,114.6,114.6,112.54184792997954,2.058152070020455,1.795944214677535
AMD Ryzen 7 1700X,NVIDIA GeForce GTX 1050 3 GB,pathOfExile,8.0,16.0,3400.0,3800.0,16.0,95.0,3000.0,84100.0,96.0,768.0,1392.0,1518.0,24.0,2332000.0,med,medium,2,1080.0,95.1,95.1,97.15653596301611,2.056535963016117,2.162498383823467
AMD Ryzen 7 3800X,NVIDIA GeForce RTX 2070,totalWar3Kingdoms,8.0,16.0,3900.0,4500.0,32.0,105.0,8000.0,448000.0,256.0,2304.0,1410.0,1620.0,64.0,7465000.0,med,medium,2,1080.0,102.2,102.2,104.25562221522215,2.0556222152221437,2.0113720305500427
Intel Core i5-7600K,AMD Radeon RX 570,battlefield4,4.0,4.0,3800.0,4200.0,6.0,91.0,4000.0,224000.0,256.0,2048.0,1168.0,1244.0,32.0,5095000.0,max,ultra,4,1080.0,32.9,32.9,34.955124202252875,2.055124202252877,6.24657812234917
AMD Ryzen 9 3900X,AMD Radeon RX 5700,totalWar3Kingdoms,12.0,24.0,3800.0,4600.0,64.0,105.0,8000.0,448000.0,256.0,2304.0,1465.0,1725.0,64.0,7949000.0,med,medium,2,1080.0,99.5,99.5,101.55275199740346,2.052751997403462,2.063067334073831
Intel Core i3-7100,NVIDIA GeForce GTX 1050 Ti,starcraft2,2.0,4.0,3900.0,3900.0,3.0,51.0,4000.0,112100.0,128.0,768.0,1291.0,1392.0,32.0,2138000.0,max,ultra,4,1080.0,55.8,55.8,53.74812843657424,2.051871563425756,3.677189181766588
AMD Ryzen 7 3700X,AMD Radeon RX 5700,rainbowSixSiege,8.0,16.0,3600.0,4400.0,32.0,65.0,8000.0,448000.0,256.0,2304.0,1465.0,1725.0,64.0,7949000.0,med,medium,2,1080.0,124.4,124.4,122.34835762320859,2.0516423767914205,1.6492302064239714
AMD Ryzen 7 3800X,NVIDIA GeForce RTX 2080,overwatch,8.0,16.0,3900.0,4500.0,32.0,105.0,8000.0,448000.0,256.0,2944.0,1515.0,1710.0,64.0,10070000.0,med,medium,2,1080.0,223.9,223.9,221.8483936534448,2.051606346555218,0.9163047550492264
Intel Core i5-8600K,NVIDIA GeForce GTX 1660,pathOfExile,6.0,6.0,3600.0,4300.0,9.0,95.0,6000.0,192100.0,192.0,1408.0,1530.0,1785.0,48.0,5027000.0,med,medium,2,1080.0,168.3,168.3,166.24847945199474,2.0515205480052714,1.2189664575194719
Intel Core i7-8700K,NVIDIA GeForce GTX 980 Ti,destiny2,6.0,12.0,3700.0,4700.0,12.0,95.0,6000.0,336600.0,384.0,2816.0,1000.0,1076.0,96.0,6060000.0,max,ultra,4,1080.0,103.9,103.9,105.95134450440779,2.05134450440778,1.9743450475532047
Intel Core i7-9700K,NVIDIA GeForce GTX 1060 5 GB,fortnite,8.0,8.0,3600.0,4900.0,12.0,95.0,5000.0,160200.0,160.0,1280.0,1506.0,1709.0,40.0,4375000.0,med,medium,2,1080.0,140.3,140.3,138.2486814063538,2.051318593646215,1.4620945072317997
AMD Ryzen 7 3800X,AMD Radeon RX 590,farCry5,8.0,16.0,3900.0,4500.0,32.0,105.0,8000.0,256000.0,256.0,2304.0,1469.0,1545.0,32.0,7119000.0,max,ultra,4,1080.0,90.4,90.4,88.34924161202564,2.050758387974369,2.268538039794656
Intel Core i7-9700K,AMD Radeon RX 590,battlefield4,8.0,8.0,3600.0,4900.0,12.0,95.0,8000.0,256000.0,256.0,2304.0,1469.0,1545.0,32.0,7119000.0,med,medium,2,1080.0,80.3,80.3,82.3504853697147,2.050485369714707,2.553530971002126
AMD Ryzen 7 3700X,AMD Radeon RX 5700,starcraft2,8.0,16.0,3600.0,4400.0,32.0,65.0,8000.0,448000.0,256.0,2304.0,1465.0,1725.0,64.0,7949000.0,med,medium,2,1080.0,188.4,188.4,190.45014965258997,2.0501496525899654,1.0881898368311917
Intel Core i7-8700K,AMD Radeon Pro Vega 64,farCry5,6.0,12.0,3700.0,4700.0,12.0,95.0,16000.0,402400.0,2048.0,4096.0,1250.0,1350.0,64.0,11060000.0,med,medium,2,1080.0,131.1,131.1,129.05025190813268,2.0497480918673148,1.563499688685976
AMD Ryzen 5 3600X,NVIDIA GeForce GTX 1660 SUPER,aWayOut,6.0,12.0,3800.0,4400.0,32.0,95.0,6000.0,336000.0,192.0,1408.0,1530.0,1785.0,48.0,5027000.0,max,ultra,4,1080.0,118.2,118.2,120.24945222070677,2.049452220706769,1.7338851275014964
AMD Ryzen 5 2600X,AMD Radeon RX 5700,warframe,6.0,12.0,3600.0,4250.0,16.0,95.0,8000.0,448000.0,256.0,2304.0,1465.0,1725.0,64.0,7949000.0,med,medium,2,1080.0,202.1,202.1,200.05109288422668,2.048907115773318,1.0138085679234627
AMD Ryzen 7 3800X,AMD Radeon RX 5700,seaOfThieves,8.0,16.0,3900.0,4500.0,32.0,105.0,8000.0,448000.0,256.0,2304.0,1465.0,1725.0,64.0,7949000.0,max,ultra,4,1080.0,132.8,132.8,130.7523472400526,2.0476527599474252,1.5419071987555912
AMD Ryzen 5 1600X,AMD Radeon RX 590,aWayOut,6.0,12.0,3600.0,4000.0,16.0,95.0,8000.0,256000.0,256.0,2304.0,1469.0,1545.0,32.0,7119000.0,med,medium,2,1080.0,136.1,136.1,138.14643337896052,2.046433378960529,1.5036248192215498
AMD Ryzen 7 1700X,NVIDIA GeForce GTX 1070 Ti,battlefield4,8.0,16.0,3400.0,3800.0,16.0,95.0,8000.0,256300.0,256.0,2432.0,1607.0,1683.0,64.0,8186000.0,med,medium,2,1080.0,69.7,69.7,67.65373734646079,2.046262653539216,2.9358144240160917
Intel Core i7-9700K,AMD Radeon RX 580,leagueOfLegends,8.0,8.0,3600.0,4900.0,12.0,95.0,8000.0,256000.0,256.0,2304.0,1257.0,1340.0,32.0,6175000.0,med,medium,2,1080.0,210.6,210.6,212.6454880248989,2.0454880248989014,0.9712668684230301
Intel Core i9-9900K,AMD Radeon RX 590,rainbowSixSiege,8.0,16.0,3600.0,5000.0,16.0,95.0,8000.0,256000.0,256.0,2304.0,1469.0,1545.0,32.0,7119000.0,max,ultra,4,1080.0,88.1,88.1,86.05488256612604,2.045117433873955,2.3213591757933654
Intel Core i7-9700K,AMD Radeon RX 590,destiny2,8.0,8.0,3600.0,4900.0,12.0,95.0,8000.0,256000.0,256.0,2304.0,1469.0,1545.0,32.0,7119000.0,max,ultra,4,1080.0,108.1,108.1,106.05803696104783,2.0419630389521615,1.8889574828419626
Intel Core i5-7600K,NVIDIA GeForce RTX 2080,playerUnknownsBattlegrounds,4.0,4.0,3800.0,4200.0,6.0,91.0,8000.0,448000.0,256.0,2944.0,1515.0,1710.0,64.0,10070000.0,max,ultra,4,1080.0,88.9,88.9,86.86096464446213,2.0390353555378766,2.2936280714711774
AMD Ryzen 5 2600,AMD Radeon RX 590,leagueOfLegends,6.0,12.0,3400.0,3900.0,16.0,65.0,8000.0,256000.0,256.0,2304.0,1469.0,1545.0,32.0,7119000.0,max,ultra,4,1080.0,162.7,162.7,160.66122309265913,2.0387769073408606,1.2530896787589803
Intel Core i7-9700K,NVIDIA GeForce RTX 2060,rainbowSixSiege,8.0,8.0,3600.0,4900.0,12.0,95.0,6000.0,336000.0,192.0,1920.0,1365.0,1680.0,48.0,6451000.0,med,medium,2,1080.0,131.3,131.3,129.2613895291473,2.038610470852717,1.5526355452038971
AMD Ryzen 5 3600,NVIDIA GeForce GTX 1660 Ti,rainbowSixSiege,6.0,12.0,3600.0,4200.0,32.0,65.0,6000.0,288000.0,192.0,1536.0,1500.0,1770.0,48.0,5437000.0,max,ultra,4,1080.0,83.8,83.8,85.83796084064834,2.0379608406483385,2.4319341773846523
Intel Core i7-7700K,NVIDIA GeForce GTX 1660 SUPER,warframe,4.0,8.0,4200.0,4500.0,8.0,91.0,6000.0,336000.0,192.0,1408.0,1530.0,1785.0,48.0,5027000.0,max,ultra,4,1080.0,141.9,141.9,143.93440958170063,2.034409581700629,1.4336924465825434
AMD Ryzen 7 3800X,NVIDIA GeForce GTX TITAN X,playerUnknownsBattlegrounds,8.0,16.0,3900.0,4500.0,32.0,105.0,12000.0,336600.0,384.0,3072.0,1000.0,1089.0,96.0,6691000.0,med,medium,2,1080.0,114.4,114.4,116.43426110429618,2.034261104296178,1.7782002659931624
